clip,foff,corrupt_sample_frac,saturated_frac,affected_chirp_frac,interfered_frame_rate,inr_db
BASELINE,0,0.00014750162760416666,0.0,0.020833333333333332,0.95,11.601179122924805
clip_a0_p0_f0_s15_20260618_135439,0,0.00014750162760416666,0.0,0.01953125,0.9666666666666667,11.62580156326294
clip_a0_p0_f0_s15_20260618_135509,0,0.0001373291015625,0.0,0.01953125,0.9916666666666667,11.575763702392578
clip_a0_p0_f0_s15_20260618_135937,0,0.0009282430013020834,0.0,0.09765625,0.975,12.946173667907715
